system_time,axis_1_position_mm
16:27:52.779943,9.999900
16:27:52.783669,9.999700
16:27:52.787451,9.999300
16:27:52.808342,9.998800
16:27:52.839666,9.980400
16:27:52.887461,9.939200
16:27:52.935225,9.875000
16:27:52.999082,9.788300
16:27:53.030987,9.707400
16:27:53.062816,9.628500
16:27:53.110816,9.564400
16:27:53.158777,9.469300
16:27:53.190936,9.404700
16:27:53.238732,9.337200
16:27:53.270800,9.237100
16:27:53.308811,9.150000
16:27:53.365792,9.086500
16:27:53.397258,8.990900
16:27:53.445576,8.895300
16:27:53.509144,8.767900
16:27:53.556966,8.671500
16:27:53.590253,8.576900
16:27:53.636531,8.481100
16:27:53.683804,8.386600
16:27:53.748003,8.290600
16:27:53.780036,8.226300
16:27:53.811873,8.145200
16:27:53.859497,8.066600
16:27:53.890906,8.003700
16:27:53.938405,7.909700
16:27:53.970275,7.845900
16:27:54.002057,7.764300
16:27:54.049859,7.686100
16:27:54.089732,7.591000
16:27:54.129572,7.527500
16:27:54.177238,7.420300
16:27:54.224682,7.336300
16:27:54.256500,7.273100
16:27:54.288461,7.195200
16:27:54.336252,7.112900
16:27:54.399940,6.985500
16:27:54.447880,6.891100
16:27:54.495393,6.794900
16:27:54.542757,6.699900
16:27:54.589934,6.606000
16:27:54.622098,6.517000
16:27:54.653891,6.446300
16:27:54.701991,6.382700
16:27:54.749392,6.287800
16:27:54.781241,6.191800
16:27:54.828788,6.128200
16:27:54.860254,6.060700
16:27:54.907950,5.970800
16:27:54.939905,5.903200
16:27:54.987602,5.778800
16:27:55.035562,5.715600
16:27:55.067713,5.618900
16:27:55.115441,5.554700
16:27:55.147118,5.460400
16:27:55.226911,5.364200
16:27:55.258950,5.268700
16:27:55.306770,5.174200
16:27:55.339671,5.077500
16:27:55.402178,4.981000
16:27:55.433767,4.918000
16:27:55.481488,4.822800
16:27:55.513401,4.758800
16:27:55.545147,4.664200
16:27:55.592855,4.601200
16:27:55.624883,4.536600
16:27:55.656822,4.451800
16:27:55.689000,4.376400
16:27:55.752378,4.281600
16:27:55.784289,4.210700
16:27:55.831980,4.121800
16:27:55.863664,4.058400
16:27:55.902387,3.963500
16:27:55.974871,3.840300
16:27:56.007047,3.747800
16:27:56.054691,3.653700
16:27:56.102304,3.581900
16:27:56.134382,3.517800
16:27:56.198347,3.389700
16:27:56.230199,3.293800
16:27:56.277281,3.230900
16:27:56.309541,3.167700
16:27:56.357791,3.071000
16:27:56.405384,2.976000
16:27:56.437370,2.912000
16:27:56.485086,2.808500
16:27:56.532756,2.721200
16:27:56.580457,2.624800
16:27:56.628338,2.529900
16:27:56.676457,2.433000
16:27:56.724113,2.338200
16:27:56.777415,2.210700
16:27:56.835448,2.115100
16:27:56.898929,1.987900
16:27:56.946629,1.868100
16:27:56.994059,1.797500
16:27:57.041629,1.703200
16:27:57.073543,1.607300
16:27:57.120989,1.543400
16:27:57.168174,1.449500
16:27:57.214970,1.355600
16:27:57.246699,1.292300
16:27:57.294337,1.196800
16:27:57.357500,1.071000
16:27:57.405337,0.975900
16:27:57.453274,0.878900
16:27:57.509408,0.784500
16:27:57.565281,0.655900
16:27:57.612979,0.559900
16:27:57.660853,0.464900
16:27:57.708703,0.368300
16:27:57.772075,0.241500
16:27:57.819430,0.147600
16:27:57.866893,0.052000
16:27:57.914725,-0.042900
16:27:57.946771,-0.113600
16:27:57.994520,-0.203500
16:27:58.042284,-0.298400
16:27:58.089901,-0.394300
16:27:58.137975,-0.490100
16:27:58.169674,-0.585100
16:27:58.217333,-0.647700
16:27:58.281314,-0.776300
16:27:58.329116,-0.872400
16:27:58.376845,-0.967200
16:27:58.409973,-1.062600
16:27:58.456252,-1.126900
16:27:58.504058,-1.221400
16:27:58.551942,-1.318100
16:27:58.583502,-1.381200
16:27:58.631434,-1.476300
16:27:58.663151,-1.545300
16:27:58.710959,-1.636200
16:27:58.758555,-1.730300
16:27:58.790312,-1.794300
16:27:58.837925,-1.890300
16:27:58.885757,-2.001700
16:27:58.948938,-2.112300
16:27:59.012265,-2.206900
16:27:59.043624,-2.316100
16:27:59.106712,-2.427900
16:27:59.154413,-2.548000
16:27:59.218305,-2.649700
16:27:59.250418,-2.746100
16:27:59.297976,-2.810200
16:27:59.345695,-2.904800
16:27:59.377595,-3.001000
16:27:59.456957,-3.128300
16:27:59.504611,-3.222300
16:27:59.536652,-3.286600
16:27:59.600589,-3.382900
16:27:59.632744,-3.511000
16:27:59.680402,-3.575300
16:27:59.728148,-3.669400
16:27:59.776033,-3.766400
16:27:59.824095,-3.861800
16:27:59.886585,-3.987600
16:27:59.933559,-4.081800
16:27:59.980632,-4.175300
16:28:00.011708,-4.261900
16:28:00.058520,-4.332300
16:28:00.089722,-4.400400
16:28:00.136842,-4.519000
16:28:00.199560,-4.613000
16:28:00.230934,-4.675500
16:28:00.277451,-4.769500
16:28:00.309477,-4.832300
16:28:00.357104,-4.928600
16:28:00.404816,-5.022800
16:28:00.436770,-5.087000
16:28:00.468603,-5.183000
16:28:00.516469,-5.247300
16:28:00.564218,-5.348500
16:28:00.611912,-5.437800
16:28:00.659766,-5.533100
16:28:00.691707,-5.603900
16:28:00.739577,-5.716400
16:28:00.787001,-5.787900
16:28:00.818671,-5.870900
16:28:00.866209,-5.946700
16:28:00.897650,-6.009700
16:28:00.929028,-6.103600
16:28:00.976413,-6.166400
16:28:01.023983,-6.229900
16:28:01.055726,-6.325700
16:28:01.087487,-6.409600
16:28:01.121272,-6.484200
16:28:01.166725,-6.546700
16:28:01.198888,-6.643600
16:28:01.261750,-6.737800
16:28:01.293355,-6.800300
16:28:01.339847,-6.906400
16:28:01.386972,-7.019400
16:28:01.450390,-7.114600
16:28:01.498246,-7.209700
16:28:01.530322,-7.274000
16:28:01.593717,-7.401000
16:28:01.625465,-7.496700
16:28:01.672533,-7.559200
16:28:01.720315,-7.653900
16:28:01.767912,-7.750400
16:28:01.815198,-7.813500
16:28:01.862638,-7.939500
16:28:01.902357,-8.034200
16:28:01.956992,-8.128400
16:28:02.004649,-8.222600
16:28:02.036681,-8.319000
16:28:02.115194,-8.413500
16:28:02.162803,-8.539200
16:28:02.194884,-8.630900
16:28:02.258377,-8.730900
16:28:02.305849,-8.826200
16:28:02.339871,-8.920200
16:28:02.385129,-8.983500
16:28:02.432929,-9.080000
16:28:02.496069,-9.206400
16:28:02.527360,-9.269300
16:28:02.574205,-9.362600
16:28:02.621832,-9.456900
16:28:02.669577,-9.553600
16:28:02.717409,-9.648400
16:28:02.749151,-9.723800
16:28:02.812846,-9.807800
16:28:02.860998,-9.935800
16:28:02.908820,-10.030900
16:28:02.940774,-10.095000
16:28:03.004675,-10.222800
16:28:03.068198,-10.349800
16:28:03.147686,-10.477600
16:28:03.211549,-10.637600
16:28:03.259103,-10.732000
16:28:03.306705,-10.827900
16:28:03.341753,-10.922200
16:28:03.385802,-10.985000
16:28:03.433221,-11.080900
16:28:03.480389,-11.175000
16:28:03.543278,-11.299900
16:28:03.574407,-11.362800
16:28:03.620860,-11.456300
16:28:03.667960,-11.550200
16:28:03.715739,-11.645000
16:28:03.747567,-11.741000
16:28:03.810883,-11.835200
16:28:03.858753,-11.932000
16:28:03.906241,-12.025800
16:28:03.970133,-12.153300
16:28:04.002189,-12.217700
16:28:04.049767,-12.313900
16:28:04.097721,-12.408800
16:28:04.145630,-12.505500
16:28:04.193014,-12.599800
16:28:04.240416,-12.695500
16:28:04.288298,-12.790100
16:28:04.352261,-12.917799
16:28:04.400112,-13.014600
16:28:04.448052,-13.109300
16:28:04.479857,-13.173300
16:28:04.527475,-13.269501
16:28:04.575274,-13.364301
16:28:04.638791,-13.491901
16:28:04.686424,-13.586400
16:28:04.734102,-13.682600
16:28:04.781599,-13.776900
16:28:04.845109,-13.872301
16:28:04.892733,-13.999899
16:28:04.940461,-14.094299
16:28:04.972617,-14.190900
16:28:05.052351,-14.318900
16:28:05.100294,-14.413600
16:28:05.148154,-14.510699
16:28:05.211611,-14.637601
