system_time,axis_1_position_mm
14:22:04.778575,0.000000
14:22:04.809510,-0.006700
14:22:04.855964,-0.031000
14:22:04.886781,-0.060300
14:22:04.906937,-0.098300
14:22:04.935954,-0.147100
14:22:04.964251,-0.186400
14:22:05.010785,-0.281700
14:22:05.058206,-0.361100
14:22:05.085009,-0.425300
14:22:05.121556,-0.497800
14:22:05.166880,-0.580200
14:22:05.197787,-0.640700
14:22:05.244581,-0.703000
14:22:05.276281,-0.827400
14:22:05.306724,-0.870400
14:22:05.336506,-0.921800
14:22:05.369791,-1.003200
14:22:05.410176,-1.080100
14:22:05.464549,-1.173800
14:22:05.496364,-1.237500
14:22:05.518180,-1.301100
14:22:05.557539,-1.352500
14:22:05.591274,-1.455400
14:22:05.620658,-1.493200
14:22:05.646252,-1.549400
14:22:05.693574,-1.642800
14:22:05.744894,-1.734700
14:22:05.789970,-1.796200
14:22:05.811211,-1.887100
14:22:05.835465,-1.931000
14:22:05.882757,-2.011100
14:22:05.910790,-2.072600
14:22:05.959969,-2.166700
14:22:05.993495,-2.260100
14:22:06.023492,-2.296100
14:22:06.050021,-2.354700
14:22:06.100495,-2.447100
14:22:06.128882,-2.508500
14:22:06.178743,-2.602400
14:22:06.200111,-2.664900
14:22:06.240322,-2.722800
14:22:06.258595,-2.788000
14:22:06.302181,-2.849200
14:22:06.347731,-2.938300
14:22:06.374847,-3.004500
14:22:06.424223,-3.094000
14:22:06.473625,-3.193000
14:22:06.505229,-3.260800
14:22:06.535002,-3.317700
14:22:06.584072,-3.412800
14:22:06.623291,-3.505300
14:22:06.661138,-3.558100
14:22:06.682204,-3.631400
14:22:06.707287,-3.678200
14:22:06.738519,-3.728000
14:22:06.759695,-3.784300
14:22:06.796097,-3.838400
14:22:06.831065,-3.918300
14:22:06.863775,-4.000400
14:22:06.900879,-4.062600
14:22:06.937129,-4.116200
14:22:06.974694,-4.220200
14:22:07.003907,-4.266500
14:22:07.035262,-4.315100
14:22:07.066134,-4.384200
