system_time,axis_1_position_mm
19:10:01.556700,35.060001
19:10:01.666492,34.996500
19:10:01.781515,34.812500
19:10:01.894666,34.580499
19:10:01.996900,34.365399
19:10:02.120847,34.133701
19:10:02.230861,33.903601
19:10:02.341240,33.660599
19:10:02.467043,33.438901
19:10:02.577890,33.219101
19:10:02.688000,32.996100
19:10:02.797594,32.776501
19:10:02.910838,32.551501
19:10:03.019116,32.330200
19:10:03.129752,32.111200
19:10:03.243000,31.888000
19:10:03.351960,31.663101
19:10:03.461389,31.443799
19:10:03.582387,31.211600
19:10:03.698882,30.975400
19:10:03.810902,30.747601
19:10:03.923242,30.522198
19:10:04.034157,30.300201
19:10:04.142459,30.080499
19:10:04.254853,29.852100
19:10:04.379804,29.618600
19:10:04.490439,29.394199
19:10:04.600788,29.169199
19:10:04.711377,28.950201
19:10:04.822465,28.721600
19:10:04.934031,28.499500
19:10:05.043694,28.273099
19:10:05.169290,28.042700
19:10:05.277597,27.816699
19:10:05.390437,27.595300
19:10:05.501174,27.372900
19:10:05.612894,27.136099
19:10:05.734381,26.917801
19:10:05.843068,26.684799
19:10:05.960571,26.445801
19:10:06.071695,26.215201
19:10:06.184570,25.989600
19:10:06.292416,25.771500
19:10:06.418765,25.541701
19:10:06.529381,25.306700
19:10:06.642082,25.073100
19:10:06.759144,24.849100
19:10:06.867897,24.632100
19:10:06.977893,24.411900
19:10:07.098444,24.188901
19:10:07.204386,23.958701
19:10:07.317505,23.733299
19:10:07.441867,23.501801
19:10:07.550377,23.266499
19:10:07.654524,23.047900
19:10:07.768417,22.829500
19:10:07.880895,22.610800
19:10:07.987184,22.386900
19:10:08.100900,22.165601
19:10:08.217239,21.940900
19:10:08.326027,21.712700
19:10:08.430605,21.494200
19:10:08.543226,21.276700
19:10:08.653363,21.055499
19:10:08.764427,20.835100
19:10:08.875027,20.603400
19:10:08.994900,20.380200
19:10:09.111264,20.142700
19:10:09.221792,19.921700
19:10:09.332453,19.706300
19:10:09.439903,19.490300
19:10:09.541785,19.264799
19:10:09.658911,19.047000
19:10:09.762126,18.831700
19:10:09.873193,18.617900
19:10:09.983727,18.399500
19:10:10.094172,18.173700
19:10:10.205763,17.946800
19:10:10.316610,17.727600
19:10:10.428582,17.504700
19:10:10.541912,17.287199
19:10:10.650334,17.068100
19:10:10.760593,16.848300
19:10:10.872736,16.612399
19:10:10.998223,16.390300
19:10:11.098487,16.157800
19:10:11.219148,15.941701
19:10:11.319802,15.714000
19:10:11.442823,15.488100
19:10:11.550919,15.268100
19:10:11.661579,15.049100
19:10:11.771387,14.828600
19:10:11.882461,14.608000
19:10:11.992952,14.387000
19:10:12.106076,14.157500
19:10:12.215611,13.940401
19:10:12.326809,13.720399
