system_time,axis_1_position_mm
13:50:55.588539,9.813300
13:50:55.597490,9.820900
13:50:55.601436,9.828100
13:50:55.605789,9.835000
13:50:55.609006,9.841700
13:50:55.612672,9.848300
13:50:55.616468,9.854800
13:50:55.622131,9.862900
13:50:55.625175,9.869500
13:50:55.629081,9.875600
13:50:55.632987,9.881500
13:50:55.636655,9.887100
13:50:55.640347,9.892500
13:50:55.643951,9.897700
13:50:55.647526,9.902800
13:50:55.651576,9.908400
13:50:55.655218,9.913200
13:50:55.658801,9.917900
13:50:55.662528,9.922600
13:50:55.666181,9.927300
13:50:55.698138,9.944400
13:50:55.729543,9.980300
13:50:55.776324,9.996300
13:50:55.807502,10.000000
13:50:55.995826,10.059800
13:50:56.026046,10.103600
13:50:56.072613,10.172200
13:50:56.103777,10.233600
13:50:56.147440,10.326900
13:50:56.196518,10.420600
13:50:56.227955,10.483300
13:50:56.258890,10.555500
13:50:56.304233,10.638200
13:50:56.352168,10.731200
13:50:56.398785,10.825500
13:50:56.429593,10.900700
13:50:56.468934,10.980900
13:50:56.508180,11.043200
13:50:56.553978,11.124300
13:50:56.600660,11.228000
13:50:56.646560,11.320900
13:50:56.678376,11.382700
13:50:56.716126,11.477400
13:50:56.756471,11.539700
13:50:56.802195,11.632100
13:50:56.849342,11.725600
13:50:56.895062,11.817900
13:50:56.941480,11.909900
13:50:56.987825,12.002700
13:50:57.035624,12.097500
13:50:57.079889,12.191400
13:50:57.129968,12.286800
13:50:57.162135,12.350000
13:50:57.209039,12.445500
13:50:57.255577,12.537700
13:50:57.286241,12.612700
13:50:57.331064,12.692200
13:50:57.378780,12.784400
13:50:57.426049,12.877901
13:50:57.471888,12.970500
13:50:57.502372,13.051100
13:50:57.548982,13.123801
13:50:57.580600,13.187100
13:50:57.613775,13.279201
13:50:57.658258,13.342300
13:50:57.705222,13.436301
13:50:57.736792,13.504401
13:50:57.769089,13.594000
13:50:57.815650,13.658099
13:50:57.861394,13.750700
13:50:57.894161,13.844200
13:50:57.939337,13.906599
13:50:57.986066,13.998300
13:50:58.032771,14.092599
13:50:58.076776,14.186900
