system_time,axis_1_position_mm
19:17:23.766352,0.000000
19:17:23.774207,-0.000200
19:17:23.776274,-0.000500
19:17:23.779824,-0.000900
19:17:23.783381,-0.001400
19:17:23.787315,-0.002100
19:17:23.791012,-0.003000
19:17:23.794779,-0.004000
19:17:23.798409,-0.005100
19:17:23.802059,-0.006300
19:17:23.805630,-0.007700
19:17:23.809491,-0.009200
19:17:23.813171,-0.010800
19:17:23.816817,-0.012600
19:17:23.821363,-0.014600
19:17:23.852853,-0.029700
19:17:23.854091,-0.047900
19:17:23.868533,-0.059800
19:17:23.884637,-0.073400
19:17:23.900605,-0.083200
19:17:23.902004,-0.104300
19:17:23.916567,-0.128300
19:17:23.933911,-0.147800
19:17:23.948234,-0.174300
19:17:23.964159,-0.192700
19:17:23.967306,-0.211700
19:17:23.980304,-0.227400
19:17:23.996104,-0.250300
19:17:23.997341,-0.273200
19:17:24.011846,-0.297200
19:17:24.027673,-0.312800
19:17:24.033895,-0.336000
19:17:24.043481,-0.366700
19:17:24.059217,-0.396300
19:17:24.075983,-0.428700
19:17:24.090825,-0.445400
19:17:24.095615,-0.468700
19:17:24.107365,-0.492000
19:17:24.122444,-0.515900
19:17:24.138364,-0.530900
19:17:24.154237,-0.569700
19:17:24.155640,-0.585000
19:17:24.170270,-0.617200
19:17:24.187458,-0.636800
19:17:24.189839,-0.657000
19:17:24.201780,-0.676600
19:17:24.217726,-0.696100
19:17:24.219086,-0.720400
19:17:24.233850,-0.744800
19:17:24.249332,-0.767700
19:17:24.265298,-0.791300
19:17:24.266693,-0.807500
19:17:24.281431,-0.832200
19:17:24.297453,-0.854800
19:17:24.298644,-0.871100
19:17:24.313435,-0.886500
19:17:24.314774,-0.903200
19:17:24.333897,-0.927700
19:17:24.345461,-0.962900
19:17:24.361511,-0.982600
19:17:24.362946,-0.998100
19:17:24.377608,-1.023300
19:17:24.393435,-1.048100
19:17:24.394751,-1.065100
19:17:24.425301,-1.102400
19:17:24.434224,-1.126100
19:17:24.441313,-1.147100
19:17:24.444118,-1.165300
19:17:24.461852,-1.181800
19:17:24.473325,-1.204700
19:17:24.475311,-1.228400
19:17:24.489376,-1.251400
19:17:24.505387,-1.286500
19:17:24.521382,-1.305700
19:17:24.537269,-1.336700
19:17:24.554069,-1.369000
19:17:24.569154,-1.399600
19:17:24.570499,-1.415200
19:17:24.585203,-1.438700
19:17:24.600951,-1.461900
19:17:24.602345,-1.479000
19:17:24.617555,-1.502300
19:17:24.632690,-1.525600
19:17:24.634254,-1.541100
19:17:24.648812,-1.580000
19:17:24.664906,-1.603700
19:17:24.680757,-1.626400
19:17:24.696886,-1.650900
19:17:24.698237,-1.673800
19:17:24.713049,-1.697600
19:17:24.734231,-1.728800
19:17:24.745016,-1.752200
19:17:24.749292,-1.776100
19:17:24.760851,-1.806300
19:17:24.776211,-1.831800
19:17:24.792473,-1.864000
19:17:24.817431,-1.890100
19:17:24.823988,-1.919300
19:17:24.839836,-1.938500
19:17:24.840934,-1.955000
19:17:24.855819,-1.975900
19:17:24.871506,-1.996100
19:17:24.881985,-2.021300
19:17:24.887319,-2.045900
19:17:24.903381,-2.070000
19:17:24.919344,-2.093400
19:17:24.935380,-2.139800
19:17:24.951163,-2.163600
19:17:24.967065,-2.194700
19:17:24.968322,-2.210600
19:17:24.982941,-2.242400
19:17:24.999950,-2.262900
19:17:25.001786,-2.280500
19:17:25.015211,-2.303400
19:17:25.034274,-2.326900
19:17:25.047132,-2.367100
19:17:25.054624,-2.382200
19:17:25.063894,-2.405600
19:17:25.080031,-2.437300
19:17:25.095504,-2.468700
19:17:25.110608,-2.492300
19:17:25.126503,-2.523200
19:17:25.142634,-2.547000
19:17:25.146780,-2.570700
19:17:25.158296,-2.594000
19:17:25.174452,-2.615200
19:17:25.178096,-2.633400
19:17:25.189586,-2.656900
19:17:25.205839,-2.696800
19:17:25.221249,-2.721000
19:17:25.238378,-2.744700
19:17:25.253221,-2.767400
19:17:25.254557,-2.783000
19:17:25.284644,-2.808100
19:17:25.285739,-2.845900
19:17:25.300368,-2.876800
19:17:25.316248,-2.897500
19:17:25.332194,-2.924800
19:17:25.334679,-2.949500
19:17:25.347542,-2.972800
19:17:25.363400,-2.995700
19:17:25.379263,-3.018500
19:17:25.380678,-3.035800
19:17:25.395374,-3.058800
19:17:25.411542,-3.083000
19:17:25.412758,-3.100600
19:17:25.427494,-3.124000
19:17:25.443628,-3.151900
19:17:25.459788,-3.179600
19:17:25.461142,-3.195100
19:17:25.475539,-3.219000
19:17:25.491471,-3.251200
19:17:25.507183,-3.279200
19:17:25.523056,-3.298100
19:17:25.524478,-3.321600
19:17:25.539763,-3.345500
19:17:25.554700,-3.368900
19:17:25.555968,-3.384700
19:17:25.570799,-3.406300
19:17:25.586652,-3.437800
19:17:25.602768,-3.462700
19:17:25.604182,-3.494100
19:17:25.620007,-3.525400
19:17:25.650703,-3.550500
19:17:25.666441,-3.582900
19:17:25.667837,-3.606900
19:17:25.682266,-3.637900
19:17:25.698247,-3.669600
19:17:25.714352,-3.693200
19:17:25.730504,-3.724700
19:17:25.740394,-3.749100
19:17:25.759667,-3.780000
19:17:25.766225,-3.804400
19:17:25.785757,-3.836300
19:17:25.793628,-3.860700
19:17:25.821324,-3.899900
19:17:25.825195,-3.923200
19:17:25.841092,-3.946600
19:17:25.846183,-3.970000
19:17:25.857916,-3.993700
19:17:25.872778,-4.019200
19:17:25.888714,-4.042000
19:17:25.904568,-4.073700
19:17:25.920606,-4.105300
19:17:25.935462,-4.128900
19:17:25.952379,-4.151800
19:17:25.953830,-4.190700
19:17:25.968771,-4.214800
19:17:25.983891,-4.239100
19:17:25.999580,-4.263800
19:17:26.004880,-4.286900
19:17:26.031453,-4.326100
19:17:26.047623,-4.357700
19:17:26.052753,-4.378900
19:17:26.063762,-4.407600
19:17:26.079788,-4.431000
19:17:26.095783,-4.462300
19:17:26.111493,-4.494000
19:17:26.127366,-4.516800
19:17:26.135440,-4.539900
19:17:26.143092,-4.571000
19:17:26.174118,-4.610000
19:17:26.190117,-4.641600
19:17:26.191379,-4.658100
19:17:26.206902,-4.681800
19:17:26.222304,-4.704900
19:17:26.223703,-4.720600
19:17:26.238399,-4.744800
19:17:26.254246,-4.768000
19:17:26.270167,-4.798900
19:17:26.278990,-4.816400
19:17:26.286141,-4.839100
19:17:26.301983,-4.863200
19:17:26.303356,-4.879600
19:17:26.317683,-4.900200
19:17:26.320491,-4.918300
19:17:26.335678,-4.934400
19:17:26.349612,-4.973300
19:17:26.365640,-4.995900
19:17:26.371243,-5.019600
19:17:26.382856,-5.043600
19:17:26.397718,-5.067200
19:17:26.413597,-5.098800
19:17:26.429301,-5.121700
19:17:26.435666,-5.145100
19:17:26.445440,-5.176500
19:17:26.461128,-5.200200
19:17:26.477070,-5.226000
19:17:26.492990,-5.249100
19:17:26.497561,-5.273400
19:17:26.509825,-5.296900
19:17:26.524909,-5.320200
19:17:26.556466,-5.343500
19:17:26.557879,-5.398000
19:17:26.571964,-5.421100
19:17:26.587930,-5.444500
